region,year,sex,age_group,prevalence,unemployment_rate,policy_index,sunshine_hours
Campania,2018,Female,25-44,25.84,14.2,71.5,2489.6
Campania,2018,Female,45-64,23.42,14.2,71.5,2489.6
Campania,2018,Female,65+,19.56,14.2,71.5,2489.6
Campania,2019,Male,15-24,29.03,14.96,73.3,2615.4
Campania,2019,Male,25-44,32.02,14.96,73.3,2615.4
Campania,2019,Male,45-64,29.8,14.96,73.3,2615.4
Campania,2019,Male,65+,25.37,14.96,73.3,2615.4
Campania,2019,Female,15-24,26.93,14.96,73.3,2615.4
Campania,2019,Female,25-44,25.92,14.96,73.3,2615.4
Campania,2019,Female,45-64,22.6,14.96,73.3,2615.4
Campania,2019,Female,65+,21.24,14.96,73.3,2615.4
Campania,2020,Male,15-24,29.38,15.11,73.6,2433.3
Campania,2020,Male,25-44,30.97,15.11,73.6,2433.3
Campania,2020,Male,45-64,25.93,15.11,73.6,2433.3
Campania,2020,Male,65+,24.91,15.11,73.6,2433.3
Campania,2020,Female,15-24,23.7,15.11,73.6,2433.3
Campania,2020,Female,25-44,27.67,15.11,73.6,2433.3
Campania,2020,Female,45-64,24.37,15.11,73.6,2433.3
Campania,2020,Female,65+,20.06,15.11,73.6,2433.3
Campania,2021,Male,15-24,28.19,12.42,77.1,2426.6
Campania,2021,Male,25-44,29.64,12.42,77.1,2426.6
Campania,2021,Male,45-64,27.64,12.42,77.1,2426.6
Campania,2021,Male,65+,25.66,12.42,77.1,2426.6
Campania,2021,Female,15-24,23.71,12.42,77.1,2426.6
Campania,2021,Female,25-44,27.2,12.42,77.1,2426.6
Campania,2021,Female,45-64,23.17,12.42,77.1,2426.6
Campania,2021,Female,65+,19.91,12.42,77.1,2426.6
Campania,2022,Male,15-24,28.29,12.73,75.7,2451.7
Campania,2022,Male,25-44,29.36,12.73,75.7,2451.7
Campania,2022,Male,45-64,26.85,12.73,75.7,2451.7
Campania,2022,Male,65+,23.2,12.73,75.7,2451.7
Campania,2022,Female,15-24,26.36,12.73,75.7,2451.7
Campania,2022,Female,25-44,26.44,12.73,75.7,2451.7
Campania,2022,Female,45-64,22.7,12.73,75.7,2451.7
Campania,2022,Female,65+,20.61,12.73,75.7,2451.7
Campania,2023,Male,15-24,27.99,12.64,76.1,2353.5
Campania,2023,Male,25-44,29.88,12.64,76.1,2353.5
Campania,2023,Male,45-64,27.71,12.64,76.1,2353.5
Campania,2023,Male,65+,24.86,12.64,76.1,2353.5
Campania,2023,Female,15-24,23.57,12.64,76.1,2353.5
Campania,2023,Female,25-44,25.52,12.64,76.1,2353.5
Campania,2023,Female,45-64,22.82,12.64,76.1,2353.5
Campania,2023,Female,65+,17.8,12.64,76.1,2353.5
Campania,2024,Male,15-24,26.28,12.47,82.9,2396.3
Campania,2024,Male,25-44,31.17,12.47,82.9,2396.3
Campania,2024,Male,45-64,28.44,12.47,82.9,2396.3
Campania,2024,Male,65+,23.55,12.47,82.9,2396.3
Campania,2024,Female,15-24,24.38,12.47,82.9,2396.3
Campania,2024,Female,25-44,26.11,12.47,82.9,2396.3
Campania,2024,Female,45-64,25.88,12.47,82.9,2396.3
Campania,2024,Female,65+,20.92,12.47,82.9,2396.3
Emilia-Romagna,2010,Male,15-24,28.87,7.08,61.9,2119.0
Emilia-Romagna,2010,Male,25-44,30.04,7.08,61.9,2119.0
Emilia-Romagna,2010,Male,45-64,26.39,7.08,61.9,2119.0
Emilia-Romagna,2010,Male,65+,25.2,7.08,61.9,2119.0
Emilia-Romagna,2010,Female,15-24,24.24,7.08,61.9,2119.0
Emilia-Romagna,2010,Female,25-44,25.58,7.08,61.9,2119.0
Emilia-Romagna,2010,Female,45-64,23.35,7.08,61.9,2119.0
Emilia-Romagna,2010,Female,65+,19.92,7.08,61.9,2119.0
Emilia-Romagna,2011,Male,15-24,30.39,8.4,59.1,2106.2
Emilia-Romagna,2011,Male,25-44,31.58,8.4,59.1,2106.2
Emilia-Romagna,2011,Male,45-64,27.69,8.4,59.1,2106.2
Emilia-Romagna,2011,Male,65+,26.18,8.4,59.1,2106.2
Emilia-Romagna,2011,Female,15-24,24.78,8.4,59.1,2106.2
Emilia-Romagna,2011,Female,25-44,25.84,8.4,59.1,2106.2
Emilia-Romagna,2011,Female,45-64,25.22,8.4,59.1,2106.2
Emilia-Romagna,2011,Female,65+,21.24,8.4,59.1,2106.2
Emilia-Romagna,2012,Male,15-24,27.36,8.72,65.7,2143.9
Emilia-Romagna,2012,Male,25-44,30.21,8.72,65.7,2143.9
Emilia-Romagna,2012,Male,45-64,26.52,8.72,65.7,2143.9
Emilia-Romagna,2012,Male,65+,23.02,8.72,65.7,2143.9
Emilia-Romagna,2012,Female,15-24,25.33,8.72,65.7,2143.9
Emilia-Romagna,2012,Female,25-44,28.31,8.72,65.7,2143.9
Emilia-Romagna,2012,Female,45-64,22.0,8.72,65.7,2143.9
Emilia-Romagna,2012,Female,65+,20.96,8.72,65.7,2143.9
Emilia-Romagna,2013,Male,15-24,27.45,7.45,62.6,2135.6
Emilia-Romagna,2013,Male,25-44,29.61,7.45,62.6,2135.6
Emilia-Romagna,2013,Male,45-64,26.51,7.45,62.6,2135.6
Emilia-Romagna,2013,Male,65+,23.24,7.45,62.6,2135.6
Emilia-Romagna,2013,Female,15-24,24.15,7.45,62.6,2135.6
Emilia-Romagna,2013,Female,25-44,25.27,7.45,62.6,2135.6
Emilia-Romagna,2013,Female,45-64,23.37,7.45,62.6,2135.6
Emilia-Romagna,2013,Female,65+,20.05,7.45,62.6,2135.6
Emilia-Romagna,2014,Male,15-24,27.56,9.81,66.8,2086.9
Emilia-Romagna,2014,Male,25-44,28.89,9.81,66.8,2086.9
Emilia-Romagna,2014,Male,45-64,26.22,9.81,66.8,2086.9
Emilia-Romagna,2014,Male,65+,24.56,9.81,66.8,2086.9
Emilia-Romagna,2014,Female,15-24,24.3,9.81,66.8,2086.9
Emilia-Romagna,2014,Female,25-44,24.82,9.81,66.8,2086.9
Emilia-Romagna,2014,Female,45-64,22.9,9.81,66.8,2086.9
Emilia-Romagna,2014,Female,65+,20.55,9.81,66.8,2086.9
Emilia-Romagna,2015,Male,15-24,25.83,9.88,70.0,2198.9
Emilia-Romagna,2015,Male,25-44,30.04,9.88,70.0,2198.9
Emilia-Romagna,2015,Male,45-64,25.84,9.88,70.0,2198.9
Emilia-Romagna,2015,Male,65+,24.07,9.88,70.0,2198.9
Emilia-Romagna,2015,Female,15-24,22.74,9.88,70.0,2198.9
Emilia-Romagna,2015,Female,25-44,23.7,9.88,70.0,2198.9
Emilia-Romagna,2015,Female,45-64,20.87,9.88,70.0,2198.9
Emilia-Romagna,2015,Female,65+,19.55,9.88,70.0,2198.9
Emilia-Romagna,2016,Male,15-24,27.46,8.06,68.9,2278.0
Emilia-Romagna,2016,Male,25-44,28.3,8.06,68.9,2278.0
Emilia-Romagna,2016,Male,45-64,26.84,8.06,68.9,2278.0
Emilia-Romagna,2016,Male,65+,21.54,8.06,68.9,2278.0
Emilia-Romagna,2016,Female,15-24,23.13,8.06,68.9,2278.0
Emilia-Romagna,2016,Female,25-44,23.99,8.06,68.9,2278.0
Emilia-Romagna,2016,Female,45-64,21.55,8.06,68.9,2278.0
Emilia-Romagna,2016,Female,65+,19.25,8.06,68.9,2278.0
Emilia-Romagna,2017,Male,15-24,26.04,8.48,71.9,2159.0
Emilia-Romagna,2017,Male,25-44,28.52,8.48,71.9,2159.0
Emilia-Romagna,2017,Male,45-64,26.91,8.48,71.9,2159.0
Emilia-Romagna,2017,Male,65+,22.32,8.48,71.9,2159.0
Emilia-Romagna,2017,Female,15-24,23.74,8.48,71.9,2159.0
Emilia-Romagna,2017,Female,25-44,23.77,8.48,71.9,2159.0
Emilia-Romagna,2017,Female,45-64,22.43,8.48,71.9,2159.0
Emilia-Romagna,2017,Female,65+,20.34,8.48,71.9,2159.0
Emilia-Romagna,2018,Male,15-24,24.13,8.6,70.5,2150.1
Emilia-Romagna,2018,Male,25-44,27.8,8.6,70.5,2150.1
Emilia-Romagna,2018,Male,45-64,26.18,8.6,70.5,2150.1
Emilia-Romagna,2018,Male,65+,22.4,8.6,70.5,2150.1
Emilia-Romagna,2018,Female,15-24,22.97,8.6,70.5,2150.1
Emilia-Romagna,2018,Female,25-44,24.0,8.6,70.5,2150.1
Emilia-Romagna,2018,Female,45-64,21.69,8.6,70.5,2150.1
Emilia-Romagna,2018,Female,65+,18.44,8.6,70.5,2150.1
Emilia-Romagna,2019,Male,15-24,27.47,7.07,72.9,2152.9
Emilia-Romagna,2019,Male,25-44,28.55,7.07,72.9,2152.9
Emilia-Romagna,2019,Male,45-64,25.64,7.07,72.9,2152.9
Emilia-Romagna,2019,Male,65+,21.89,7.07,72.9,2152.9
Emilia-Romagna,2019,Female,15-24,21.81,7.07,72.9,2152.9
Emilia-Romagna,2019,Female,25-44,23.87,7.07,72.9,2152.9
Emilia-Romagna,2019,Female,45-64,21.69,7.07,72.9,2152.9
Emilia-Romagna,2019,Female,65+,17.88,7.07,72.9,2152.9
Emilia-Romagna,2020,Male,15-24,26.29,7.69,74.4,2008.6
Emilia-Romagna,2020,Male,25-44,30.08,7.69,74.4,2008.6
Emilia-Romagna,2020,Male,45-64,25.87,7.69,74.4,2008.6
Emilia-Romagna,2020,Male,65+,21.67,7.69,74.4,2008.6
Emilia-Romagna,2020,Female,15-24,23.2,7.69,74.4,2008.6
Emilia-Romagna,2020,Female,25-44,23.59,7.69,74.4,2008.6
Emilia-Romagna,2020,Female,45-64,18.96,7.69,74.4,2008.6
Emilia-Romagna,2020,Female,65+,16.99,7.69,74.4,2008.6
Emilia-Romagna,2021,Male,15-24,23.83,8.36,74.3,2162.0
Emilia-Romagna,2021,Male,25-44,27.35,8.36,74.3,2162.0
Emilia-Romagna,2021,Male,45-64,24.72,8.36,74.3,2162.0
Emilia-Romagna,2021,Male,65+,23.38,8.36,74.3,2162.0
Emilia-Romagna,2021,Female,15-24,22.03,8.36,74.3,2162.0
Emilia-Romagna,2021,Female,25-44,23.48,8.36,74.3,2162.0
Emilia-Romagna,2021,Female,45-64,21.53,8.36,74.3,2162.0
Emilia-Romagna,2021,Female,65+,15.49,8.36,74.3,2162.0
Emilia-Romagna,2022,Male,15-24,25.64,4.7,77.5,2051.6
Emilia-Romagna,2022,Male,25-44,28.17,4.7,77.5,2051.6
Emilia-Romagna,2022,Male,45-64,22.92,4.7,77.5,2051.6
Emilia-Romagna,2022,Male,65+,22.54,4.7,77.5,2051.6
Emilia-Romagna,2022,Female,15-24,21.74,4.7,77.5,2051.6
Emilia-Romagna,2022,Female,25-44,22.98,4.7,77.5,2051.6
Emilia-Romagna,2022,Female,45-64,21.03,4.7,77.5,2051.6
Emilia-Romagna,2022,Female,65+,19.67,4.7,77.5,2051.6
Emilia-Romagna,2023,Male,15-24,25.28,3.76,74.9,2123.6
Emilia-Romagna,2023,Male,25-44,27.35,3.76,74.9,2123.6
Emilia-Romagna,2023,Male,45-64,23.64,3.76,74.9,2123.6
Emilia-Romagna,2023,Male,65+,20.25,3.76,74.9,2123.6
Emilia-Romagna,2023,Female,15-24,21.93,3.76,74.9,2123.6
Emilia-Romagna,2023,Female,25-44,22.24,3.76,74.9,2123.6
Emilia-Romagna,2023,Female,45-64,20.17,3.76,74.9,2123.6
Emilia-Romagna,2023,Female,65+,16.62,3.76,74.9,2123.6
Emilia-Romagna,2024,Male,15-24,25.28,5.31,79.5,1976.1
Emilia-Romagna,2024,Male,25-44,27.13,5.31,79.5,1976.1
Emilia-Romagna,2024,Male,45-64,24.84,5.31,79.5,1976.1
Emilia-Romagna,2024,Male,65+,20.29,5.31,79.5,1976.1
Emilia-Romagna,2024,Female,15-24,20.53,5.31,79.5,1976.1
Emilia-Romagna,2024,Female,25-44,21.82,5.31,79.5,1976.1
Emilia-Romagna,2024,Female,45-64,19.36,5.31,79.5,1976.1
Emilia-Romagna,2024,Female,65+,17.18,5.31,79.5,1976.1
Friuli-Venezia Giulia,2010,Male,15-24,30.76,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Male,25-44,31.08,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Male,45-64,29.87,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Male,65+,27.36,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Female,15-24,26.41,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Female,25-44,29.88,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Female,45-64,24.23,9.72,59.1,2009.1
Friuli-Venezia Giulia,2010,Female,65+,20.76,9.72,59.1,2009.1
Friuli-Venezia Giulia,2011,Male,15-24,27.92,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Male,25-44,33.2,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Male,45-64,29.35,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Male,65+,25.64,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Female,15-24,25.98,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Female,25-44,26.57,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Female,45-64,27.15,9.42,60.7,1972.7
Friuli-Venezia Giulia,2011,Female,65+,21.83,9.42,60.7,1972.7
Friuli-Venezia Giulia,2012,Male,15-24,29.51,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Male,25-44,32.13,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Male,45-64,28.88,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Male,65+,25.62,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Female,15-24,24.61,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Female,25-44,27.87,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Female,45-64,26.28,11.69,62.3,1982.7
Friuli-Venezia Giulia,2012,Female,65+,22.75,11.69,62.3,1982.7
Friuli-Venezia Giulia,2013,Male,15-24,30.69,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Male,25-44,30.59,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Male,45-64,27.11,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Male,65+,24.97,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Female,15-24,25.16,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Female,25-44,28.19,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Female,45-64,22.41,9.34,64.3,1981.4
Friuli-Venezia Giulia,2013,Female,65+,22.63,9.34,64.3,1981.4
Friuli-Venezia Giulia,2014,Male,15-24,28.64,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Male,25-44,30.37,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Male,45-64,26.79,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Male,65+,23.15,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Female,15-24,25.62,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Female,25-44,26.87,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Female,45-64,22.51,11.64,67.4,1962.8
Friuli-Venezia Giulia,2014,Female,65+,19.5,11.64,67.4,1962.8
Friuli-Venezia Giulia,2015,Male,15-24,28.16,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Male,25-44,32.17,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Male,45-64,27.24,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Male,65+,23.0,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Female,15-24,24.25,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Female,25-44,26.23,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Female,45-64,20.8,10.38,70.1,2051.7
Friuli-Venezia Giulia,2015,Female,65+,20.45,10.38,70.1,2051.7
Friuli-Venezia Giulia,2016,Male,15-24,27.97,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Male,25-44,30.9,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Male,45-64,29.05,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Male,65+,25.33,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Female,15-24,23.93,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Female,25-44,25.09,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Female,45-64,25.77,12.54,67.1,1981.2
Friuli-Venezia Giulia,2016,Female,65+,20.26,12.54,67.1,1981.2
Friuli-Venezia Giulia,2017,Male,15-24,27.91,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Male,25-44,29.88,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Male,45-64,27.1,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Male,65+,23.76,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Female,15-24,23.33,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Female,25-44,25.35,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Female,45-64,22.87,12.44,66.9,1839.8
Friuli-Venezia Giulia,2017,Female,65+,19.36,12.44,66.9,1839.8
Friuli-Venezia Giulia,2018,Male,15-24,26.89,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Male,25-44,29.71,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Male,45-64,26.35,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Male,65+,25.1,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Female,15-24,20.95,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Female,25-44,26.69,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Female,45-64,23.85,9.15,68.9,1869.6
Friuli-Venezia Giulia,2018,Female,65+,17.53,9.15,68.9,1869.6
Friuli-Venezia Giulia,2019,Male,15-24,26.96,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Male,25-44,28.93,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Male,45-64,24.89,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Male,65+,22.52,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Female,15-24,22.19,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Female,25-44,27.05,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Female,45-64,23.24,8.73,72.0,1900.1
Friuli-Venezia Giulia,2019,Female,65+,20.57,8.73,72.0,1900.1
Friuli-Venezia Giulia,2020,Male,15-24,27.72,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Male,25-44,27.87,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Male,45-64,25.48,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Male,65+,23.49,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Female,15-24,21.78,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Female,25-44,25.71,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Female,45-64,21.76,9.48,73.9,1903.4
Friuli-Venezia Giulia,2020,Female,65+,18.63,9.48,73.9,1903.4
Friuli-Venezia Giulia,2021,Male,15-24,27.41,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Male,25-44,29.14,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Male,45-64,25.34,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Male,65+,23.86,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Female,15-24,21.62,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Female,25-44,25.32,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Female,45-64,22.29,7.61,74.2,1856.5
Friuli-Venezia Giulia,2021,Female,65+,18.39,7.61,74.2,1856.5
Friuli-Venezia Giulia,2022,Male,15-24,26.73,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Male,25-44,27.15,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Male,45-64,26.32,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Male,65+,22.22,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Female,15-24,21.88,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Female,25-44,25.45,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Female,45-64,20.7,7.44,74.1,1912.6
Friuli-Venezia Giulia,2022,Female,65+,16.99,7.44,74.1,1912.6
Friuli-Venezia Giulia,2023,Male,15-24,24.54,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Male,25-44,28.71,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Male,45-64,23.82,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Male,65+,23.85,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Female,15-24,20.02,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Female,25-44,25.8,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Female,45-64,21.31,7.17,78.1,1708.6
Friuli-Venezia Giulia,2023,Female,65+,18.0,7.17,78.1,1708.6
Friuli-Venezia Giulia,2024,Male,15-24,25.26,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Male,25-44,28.2,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Male,45-64,24.76,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Male,65+,22.9,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Female,15-24,21.91,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Female,25-44,23.95,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Female,45-64,20.44,5.08,81.5,1828.7
Friuli-Venezia Giulia,2024,Female,65+,17.74,5.08,81.5,1828.7
Lazio,2010,Male,15-24,30.31,8.99,61.8,1990.9
Lazio,2010,Male,25-44,30.29,8.99,61.8,1990.9
Lazio,2010,Male,45-64,27.65,8.99,61.8,1990.9
Lazio,2010,Male,65+,26.74,8.99,61.8,1990.9
Lazio,2010,Female,15-24,26.17,8.99,61.8,1990.9
Lazio,2010,Female,25-44,27.82,8.99,61.8,1990.9
Lazio,2010,Female,45-64,25.02,8.99,61.8,1990.9
Lazio,2010,Female,65+,22.35,8.99,61.8,1990.9
Lazio,2011,Male,15-24,29.16,8.96,59.8,2171.8
Lazio,2011,Male,25-44,30.92,8.96,59.8,2171.8
Lazio,2011,Male,45-64,28.9,8.96,59.8,2171.8
Lazio,2011,Male,65+,24.72,8.96,59.8,2171.8
Lazio,2011,Female,15-24,26.11,8.96,59.8,2171.8
Lazio,2011,Female,25-44,26.0,8.96,59.8,2171.8
Lazio,2011,Female,45-64,25.73,8.96,59.8,2171.8
Lazio,2011,Female,65+,22.17,8.96,59.8,2171.8
Lazio,2012,Male,15-24,29.66,9.74,61.8,2143.8
Lazio,2012,Male,25-44,32.38,9.74,61.8,2143.8
Lazio,2012,Male,45-64,30.07,9.74,61.8,2143.8
Lazio,2012,Male,65+,26.41,9.74,61.8,2143.8
Lazio,2012,Female,15-24,23.56,9.74,61.8,2143.8
Lazio,2012,Female,25-44,26.12,9.74,61.8,2143.8
Lazio,2012,Female,45-64,23.78,9.74,61.8,2143.8
Lazio,2012,Female,65+,21.43,9.74,61.8,2143.8
Lazio,2013,Male,15-24,29.62,12.13,61.7,2192.5
Lazio,2013,Male,25-44,30.37,12.13,61.7,2192.5
Lazio,2013,Male,45-64,28.29,12.13,61.7,2192.5
Lazio,2013,Male,65+,24.34,12.13,61.7,2192.5
Lazio,2013,Female,15-24,24.49,12.13,61.7,2192.5
Lazio,2013,Female,25-44,25.69,12.13,61.7,2192.5
Lazio,2013,Female,45-64,23.18,12.13,61.7,2192.5
Lazio,2013,Female,65+,19.75,12.13,61.7,2192.5
Lazio,2014,Male,15-24,27.82,9.69,65.9,2125.9
Lazio,2014,Male,25-44,31.85,9.69,65.9,2125.9
Lazio,2014,Male,45-64,26.85,9.69,65.9,2125.9
Lazio,2014,Male,65+,27.43,9.69,65.9,2125.9
Lazio,2014,Female,15-24,25.29,9.69,65.9,2125.9
Lazio,2014,Female,25-44,26.98,9.69,65.9,2125.9
Lazio,2014,Female,45-64,22.94,9.69,65.9,2125.9
Lazio,2014,Female,65+,21.5,9.69,65.9,2125.9
Lazio,2015,Male,15-24,27.92,11.8,65.0,2256.4
Lazio,2015,Male,25-44,30.62,11.8,65.0,2256.4
Lazio,2015,Male,45-64,30.06,11.8,65.0,2256.4
Lazio,2015,Male,65+,24.4,11.8,65.0,2256.4
Lazio,2015,Female,15-24,25.65,11.8,65.0,2256.4
Lazio,2015,Female,25-44,25.8,11.8,65.0,2256.4
Lazio,2015,Female,45-64,23.47,11.8,65.0,2256.4
Lazio,2015,Female,65+,22.27,11.8,65.0,2256.4
Lazio,2016,Male,15-24,27.57,10.54,70.7,2235.2
Lazio,2016,Male,25-44,32.01,10.54,70.7,2235.2
Lazio,2016,Male,45-64,27.91,10.54,70.7,2235.2
Lazio,2016,Male,65+,23.64,10.54,70.7,2235.2
Lazio,2016,Female,15-24,24.83,10.54,70.7,2235.2
Lazio,2016,Female,25-44,27.17,10.54,70.7,2235.2
Lazio,2016,Female,45-64,23.82,10.54,70.7,2235.2
Lazio,2016,Female,65+,18.63,10.54,70.7,2235.2
Lazio,2017,Male,15-24,27.17,10.17,65.1,2192.9
Lazio,2017,Male,25-44,29.65,10.17,65.1,2192.9
Lazio,2017,Male,45-64,26.83,10.17,65.1,2192.9
Lazio,2017,Male,65+,24.52,10.17,65.1,2192.9
Lazio,2017,Female,15-24,24.08,10.17,65.1,2192.9
Lazio,2017,Female,25-44,24.56,10.17,65.1,2192.9
Lazio,2017,Female,45-64,23.28,10.17,65.1,2192.9
Lazio,2017,Female,65+,20.51,10.17,65.1,2192.9
Lazio,2018,Male,15-24,28.16,10.7,70.9,2128.8
Lazio,2018,Male,25-44,30.68,10.7,70.9,2128.8
Lazio,2018,Male,45-64,27.43,10.7,70.9,2128.8
Lazio,2018,Male,65+,24.06,10.7,70.9,2128.8
Lazio,2018,Female,15-24,23.53,10.7,70.9,2128.8
Lazio,2018,Female,25-44,23.94,10.7,70.9,2128.8
Lazio,2018,Female,45-64,23.03,10.7,70.9,2128.8
Lazio,2018,Female,65+,19.81,10.7,70.9,2128.8
Lazio,2019,Male,15-24,27.57,9.62,74.4,2146.1
Lazio,2019,Male,25-44,28.02,9.62,74.4,2146.1
Lazio,2019,Male,45-64,25.22,9.62,74.4,2146.1
Lazio,2019,Male,65+,24.35,9.62,74.4,2146.1
Lazio,2019,Female,15-24,23.26,9.62,74.4,2146.1
Lazio,2019,Female,25-44,25.98,9.62,74.4,2146.1
Lazio,2019,Female,45-64,22.33,9.62,74.4,2146.1
Lazio,2019,Female,65+,19.33,9.62,74.4,2146.1
Lazio,2020,Male,15-24,27.94,9.19,75.6,2042.3
Lazio,2020,Male,25-44,28.48,9.19,75.6,2042.3
Lazio,2020,Male,45-64,26.1,9.19,75.6,2042.3
Lazio,2020,Male,65+,22.54,9.19,75.6,2042.3
Lazio,2020,Female,15-24,22.57,9.19,75.6,2042.3
Lazio,2020,Female,25-44,24.69,9.19,75.6,2042.3
Lazio,2020,Female,45-64,22.22,9.19,75.6,2042.3
Lazio,2020,Female,65+,18.52,9.19,75.6,2042.3
Lazio,2021,Male,15-24,27.96,8.97,84.6,2111.2
Lazio,2021,Male,25-44,27.81,8.97,84.6,2111.2
Lazio,2021,Male,45-64,25.51,8.97,84.6,2111.2
Lazio,2021,Male,65+,22.26,8.97,84.6,2111.2
Lazio,2021,Female,15-24,24.15,8.97,84.6,2111.2
Lazio,2021,Female,25-44,24.9,8.97,84.6,2111.2
Lazio,2021,Female,45-64,22.73,8.97,84.6,2111.2
Lazio,2021,Female,65+,17.21,8.97,84.6,2111.2
Lazio,2022,Male,15-24,26.67,7.16,79.0,2138.4
